Tiempo ( s )	Fuerza (empuje positivo) ( N )
31,6320	0,000
31,6330	0,000
31,6340	0,000
31,6350	-0,029
31,6360	0,000
31,6370	0,000
31,6380	-0,029
31,6390	-0,029
31,6400	-0,029
31,6410	-0,029
31,6420	-0,029
31,6430	-0,029
31,6440	-0,058
31,6450	-0,029
31,6460	-0,029
31,6470	-0,058
31,6480	-0,058
31,6490	-0,058
31,6500	-0,058
31,6510	-0,058
31,6520	-0,058
31,6530	-0,058
31,6540	-0,058
31,6550	-0,058
31,6560	-0,087
31,6570	-0,087
31,6580	-0,087
31,6590	-0,087
31,6600	-0,087
31,6610	-0,087
31,6620	-0,087
31,6630	-0,116
31,6640	-0,087
31,6650	-0,087
31,6660	-0,116
31,6670	-0,116
31,6680	-0,116
31,6690	-0,116
31,6700	-0,116
31,6710	-0,116
31,6720	-0,116
31,6730	-0,116
31,6740	-0,116
31,6750	-0,145
31,6760	-0,145
31,6770	-0,145
31,6780	-0,116
31,6790	-0,145
31,6800	-0,145
31,6810	-0,145
31,6820	-0,145
31,6830	-0,145
31,6840	-0,145
31,6850	-0,174
31,6860	-0,174
31,6870	-0,145
31,6880	-0,145
31,6890	-0,145
31,6900	-0,174
31,6910	-0,174
31,6920	-0,174
31,6930	-0,174
31,6940	-0,174
31,6950	-0,174
31,6960	-0,174
31,6970	-0,174
31,6980	-0,174
31,6990	-0,203
31,7000	-0,174
31,7010	-0,174
31,7020	-0,203
31,7030	-0,174
31,7040	-0,203
31,7050	-0,203
31,7060	-0,203
31,7070	-0,203
31,7080	-0,203
31,7090	-0,203
31,7100	-0,203
31,7110	-0,203
31,7120	-0,203
31,7130	-0,203
31,7140	-0,203
31,7150	-0,203
31,7160	-0,203
31,7170	-0,203
31,7180	-0,203
31,7190	-0,232
31,7200	-0,203
31,7210	-0,203
31,7220	-0,203
31,7230	-0,232
31,7240	-0,232
31,7250	-0,203
31,7260	-0,203
31,7270	-0,232
31,7280	-0,232
31,7290	-0,203
31,7300	-0,232
31,7310	-0,203
31,7320	-0,232
31,7330	-0,203
31,7340	-0,232
31,7350	-0,232
31,7360	-0,232
31,7370	-0,232
31,7380	-0,232
31,7390	-0,232
31,7400	-0,232
31,7410	-0,232
31,7420	-0,232
31,7430	-0,232
31,7440	-0,232
31,7450	-0,232
31,7460	-0,232
31,7470	-0,232
31,7480	-0,232
31,7490	-0,203
31,7500	-0,232
31,7510	-0,203
31,7520	-0,232
31,7530	-0,203
31,7540	-0,232
31,7550	-0,232
31,7560	-0,232
31,7570	-0,203
31,7580	-0,203
31,7590	-0,232
31,7600	-0,203
31,7610	-0,203
31,7620	-0,203
31,7630	-0,232
31,7640	-0,203
31,7650	-0,203
31,7660	-0,203
31,7670	-0,203
31,7680	-0,203
31,7690	-0,203
31,7700	-0,203
31,7710	-0,203
31,7720	-0,203
31,7730	-0,203
31,7740	-0,203
31,7750	-0,203
31,7760	-0,203
31,7770	-0,203
31,7780	-0,174
31,7790	-0,174
31,7800	-0,203
31,7810	-0,203
31,7820	-0,203
31,7830	-0,174
31,7840	-0,174
31,7850	-0,174
31,7860	-0,174
31,7870	-0,174
31,7880	-0,174
31,7890	-0,174
31,7900	-0,174
31,7910	-0,174
31,7920	-0,174
31,7930	-0,174
31,7940	-0,174
31,7950	-0,174
31,7960	-0,174
31,7970	-0,174
31,7980	-0,145
31,7990	-0,145
31,8000	-0,145
31,8010	-0,145
31,8020	-0,145
31,8030	-0,145
31,8040	-0,145
31,8050	-0,145
31,8060	-0,145
31,8070	-0,145
31,8080	-0,145
31,8090	-0,116
31,8100	-0,116
31,8110	-0,116
31,8120	-0,116
31,8130	-0,116
31,8140	-0,116
31,8150	-0,116
31,8160	-0,116
31,8170	-0,116
31,8180	-0,116
31,8190	-0,116
31,8200	-0,116
31,8210	-0,116
31,8220	-0,087
31,8230	-0,087
31,8240	-0,087
31,8250	-0,087
31,8260	-0,087
31,8270	-0,087
31,8280	-0,087
31,8290	-0,087
31,8300	-0,058
31,8310	-0,058
31,8320	-0,058
31,8330	-0,058
31,8340	-0,058
31,8350	-0,058
31,8360	-0,029
31,8370	-0,058
31,8380	-0,058
31,8390	-0,058
31,8400	-0,058
31,8410	-0,058
31,8420	-0,029
31,8430	-0,029
31,8440	-0,029
31,8450	-0,029
31,8460	0,000
31,8470	0,000
31,8480	-0,029
31,8490	0,000
31,8500	0,000
31,8510	0,000
31,8520	0,000
31,8530	0,000
31,8540	0,000
31,8550	0,000
31,8560	0,000
31,8570	0,029
31,8580	0,029
31,8590	0,029
31,8600	0,029
31,8610	0,000
31,8620	0,029
31,8630	0,029
31,8640	0,029
31,8650	0,029
31,8660	0,058
31,8670	0,029
31,8680	0,029
31,8690	0,029
31,8700	0,058
31,8710	0,058
31,8720	0,058
31,8730	0,058
31,8740	0,058
31,8750	0,058
31,8760	0,058
31,8770	0,058
31,8780	0,058
31,8790	0,058
31,8800	0,058
31,8810	0,087
31,8820	0,087
31,8830	0,087
31,8840	0,087
31,8850	0,087
31,8860	0,087
31,8870	0,087
31,8880	0,087
31,8890	0,087
31,8900	0,087
31,8910	0,116
31,8920	0,116
31,8930	0,116
31,8940	0,087
31,8950	0,116
31,8960	0,116
31,8970	0,116
31,8980	0,116
31,8990	0,116
31,9000	0,116
31,9010	0,116
31,9020	0,116
31,9030	0,145
31,9040	0,145
31,9050	0,116
31,9060	0,145
31,9070	0,116
31,9080	0,145
31,9090	0,145
31,9100	0,145
31,9110	0,174
31,9120	0,145
31,9130	0,145
31,9140	0,145
31,9150	0,145
31,9160	0,145
31,9170	0,145
31,9180	0,145
31,9190	0,145
31,9200	0,145
31,9210	0,145
31,9220	0,145
31,9230	0,145
31,9240	0,145
31,9250	0,145
31,9260	0,174
31,9270	0,174
31,9280	0,145
31,9290	0,174
31,9300	0,174
31,9310	0,174
31,9320	0,174
31,9330	0,174
31,9340	0,174
31,9350	0,174
31,9360	0,174
31,9370	0,174
31,9380	0,174
31,9390	0,174
31,9400	0,174
31,9410	0,174
31,9420	0,174
31,9430	0,174
31,9440	0,174
31,9450	0,174
31,9460	0,174
31,9470	0,174
31,9480	0,174
31,9490	0,174
31,9500	0,174
31,9510	0,174
31,9520	0,174
31,9530	0,174
31,9540	0,174
31,9550	0,174
31,9560	0,174
31,9570	0,174
31,9580	0,174
31,9590	0,174
31,9600	0,174
31,9610	0,174
31,9620	0,174
31,9630	0,174
31,9640	0,174
31,9650	0,174
31,9660	0,174
31,9670	0,174
31,9680	0,174
31,9690	0,174
31,9700	0,174
31,9710	0,174
31,9720	0,174
31,9730	0,174
31,9740	0,174
31,9750	0,174
31,9760	0,174
31,9770	0,174
31,9780	0,145
31,9790	0,174
31,9800	0,174
31,9810	0,174
31,9820	0,145
31,9830	0,145
31,9840	0,174
31,9850	0,145
31,9860	0,145
31,9870	0,145
31,9880	0,145
31,9890	0,145
31,9900	0,145
31,9910	0,145
31,9920	0,145
31,9930	0,145
31,9940	0,145
31,9950	0,145
31,9960	0,145
31,9970	0,145
31,9980	0,116
31,9990	0,145
32,0000	0,145
32,0010	0,145
32,0020	0,116
32,0030	0,116
32,0040	0,116
32,0050	0,116
32,0060	0,116
32,0070	0,116
32,0080	0,116
32,0090	0,116
32,0100	0,116
32,0110	0,087
32,0120	0,116
32,0130	0,116
32,0140	0,116
32,0150	0,087
32,0160	0,087
32,0170	0,087
32,0180	0,087
32,0190	0,087
32,0200	0,087
32,0210	0,058
32,0220	0,087
32,0230	0,087
32,0240	0,058
32,0250	0,087
32,0260	0,087
32,0270	0,087
32,0280	0,058
32,0290	0,058
32,0300	0,058
32,0310	0,058
32,0320	0,058
32,0330	0,058
32,0340	0,029
32,0350	0,029
32,0360	0,029
32,0370	0,029
32,0380	0,029
32,0390	0,029
32,0400	0,029
32,0410	0,029
32,0420	0,029
32,0430	0,029
32,0440	0,000
32,0450	0,029
32,0460	0,000
32,0470	0,000
32,0480	0,000
32,0490	0,000
32,0500	0,000
32,0510	0,000
32,0520	0,000
32,0530	0,000
32,0540	-0,029
32,0550	0,000
32,0560	0,000
32,0570	-0,029
32,0580	-0,029
32,0590	-0,029
32,0600	-0,029
32,0610	-0,029
32,0620	-0,058
32,0630	-0,058
32,0640	-0,029
32,0650	-0,058
32,0660	-0,058
32,0670	-0,029
32,0680	-0,058
32,0690	-0,058
32,0700	-0,058
32,0710	-0,058
32,0720	-0,058
32,0730	-0,058
32,0740	-0,087
32,0750	-0,058
32,0760	-0,058
32,0770	-0,058
32,0780	-0,058
32,0790	-0,058
32,0800	-0,087
32,0810	-0,087
32,0820	-0,087
32,0830	-0,116
32,0840	-0,087
32,0850	-0,087
32,0860	-0,087
32,0870	-0,087
32,0880	-0,116
32,0890	-0,116
32,0900	-0,116
32,0910	-0,116
32,0920	-0,116
32,0930	-0,145
32,0940	-0,116
32,0950	-0,116
32,0960	-0,116
32,0970	-0,116
32,0980	-0,116
32,0990	-0,145
32,1000	-0,145
32,1010	-0,145
32,1020	-0,116
32,1030	-0,145
32,1040	-0,145
32,1050	-0,145
32,1060	-0,145
32,1070	-0,174
32,1080	-0,145
32,1090	-0,145
32,1100	-0,174
32,1110	-0,145
32,1120	-0,174
32,1130	-0,174
32,1140	-0,145
32,1150	-0,174
32,1160	-0,174
32,1170	-0,174
32,1180	-0,174
32,1190	-0,174
32,1200	-0,174
32,1210	-0,174
32,1220	-0,203
32,1230	-0,174
32,1240	-0,203
32,1250	-0,203
32,1260	-0,174
32,1270	-0,203
32,1280	-0,174
32,1290	-0,174
32,1300	-0,203
32,1310	-0,203
32,1320	-0,203
32,1330	-0,174
32,1340	-0,203
32,1350	-0,203
32,1360	-0,203
32,1370	-0,203
32,1380	-0,203
32,1390	-0,203
32,1400	-0,203
32,1410	-0,232
32,1420	-0,203
32,1430	-0,203
32,1440	-0,203
32,1450	-0,203
32,1460	-0,203
32,1470	-0,203
32,1480	-0,203
32,1490	-0,203
32,1500	-0,203
32,1510	-0,203
32,1520	-0,203
32,1530	-0,203
32,1540	-0,203
32,1550	-0,203
32,1560	-0,203
32,1570	-0,203
32,1580	-0,203
32,1590	-0,203
32,1600	-0,232
32,1610	-0,203
32,1620	-0,203
32,1630	-0,232
32,1640	-0,203
32,1650	-0,203
32,1660	-0,232
32,1670	-0,203
32,1680	-0,232
32,1690	-0,203
32,1700	-0,232
32,1710	-0,203
32,1720	-0,203
32,1730	-0,203
32,1740	-0,203
32,1750	-0,203
32,1760	-0,203
32,1770	-0,203
32,1780	-0,203
32,1790	-0,203
32,1800	-0,203
32,1810	-0,203
32,1820	-0,203
32,1830	-0,203
32,1840	-0,203
32,1850	-0,203
32,1860	-0,203
32,1870	-0,203
32,1880	-0,203
32,1890	-0,203
32,1900	-0,203
32,1910	-0,174
32,1920	-0,203
32,1930	-0,203
32,1940	-0,174
32,1950	-0,203
32,1960	-0,203
32,1970	-0,174
32,1980	-0,203
32,1990	-0,174
32,2000	-0,174
32,2010	-0,174
32,2020	-0,174
32,2030	-0,174
32,2040	-0,174
32,2050	-0,174
32,2060	-0,174
32,2070	-0,174
32,2080	-0,174
32,2090	-0,174
32,2100	-0,174
32,2110	-0,145
32,2120	-0,174
32,2130	-0,174
32,2140	-0,174
32,2150	-0,145
32,2160	-0,145
32,2170	-0,145
32,2180	-0,145
32,2190	-0,145
32,2200	-0,145
32,2210	-0,145
32,2220	-0,116
32,2230	-0,145
32,2240	-0,145
32,2250	-0,145
32,2260	-0,116
32,2270	-0,116
32,2280	-0,116
32,2290	-0,116
32,2300	-0,116
32,2310	-0,116
32,2320	-0,116
32,2330	-0,116
32,2340	-0,116
32,2350	-0,116
32,2360	-0,116
32,2370	-0,116
32,2380	-0,116
32,2390	-0,116
32,2400	-0,087
32,2410	-0,087
32,2420	-0,087
32,2430	-0,087
32,2440	-0,087
32,2450	-0,087
32,2460	-0,087
32,2470	-0,087
32,2480	-0,087
32,2490	-0,087
32,2500	-0,087
32,2510	-0,058
32,2520	-0,058
32,2530	-0,058
32,2540	-0,058
32,2550	-0,058
32,2560	-0,058
32,2570	-0,058
32,2580	-0,058
32,2590	-0,029
32,2600	-0,029
32,2610	-0,029
32,2620	-0,029
32,2630	-0,029
32,2640	-0,029
32,2650	-0,029
32,2660	-0,029
32,2670	-0,029
32,2680	0,000
32,2690	-0,029
32,2700	0,000
32,2710	0,000
32,2720	0,000
32,2730	0,000
32,2740	0,000
32,2750	0,000
32,2760	0,000
32,2770	0,000
32,2780	0,029
32,2790	0,000
32,2800	0,029
32,2810	0,029
32,2820	0,029
32,2830	0,029
32,2840	0,029
32,2850	0,029
32,2860	0,029
32,2870	0,029
32,2880	0,029
32,2890	0,058
32,2900	0,058
32,2910	0,029
32,2920	0,058
32,2930	0,058
32,2940	0,058
32,2950	0,058
32,2960	0,058
32,2970	0,058
32,2980	0,058
32,2990	0,058
32,3000	0,058
32,3010	0,087
32,3020	0,087
32,3030	0,087
32,3040	0,087
32,3050	0,058
32,3060	0,087
32,3070	0,087
32,3080	0,087
32,3090	0,087
32,3100	0,087
32,3110	0,087
32,3120	0,116
32,3130	0,116
32,3140	0,087
32,3150	0,116
32,3160	0,116
32,3170	0,116
32,3180	0,116
32,3190	0,145
32,3200	0,116
32,3210	0,116
32,3220	0,116
32,3230	0,116
32,3240	0,145
32,3250	0,116
32,3260	0,145
32,3270	0,145
32,3280	0,116
32,3290	0,145
32,3300	0,145
32,3310	0,116
32,3320	0,145
32,3330	0,145
32,3340	0,145
32,3350	0,145
32,3360	0,145
32,3370	0,145
32,3380	0,145
32,3390	0,174
32,3400	0,145
32,3410	0,145
32,3420	0,145
32,3430	0,145
32,3440	0,145
32,3450	0,145
32,3460	0,145
32,3470	0,174
32,3480	0,174
32,3490	0,174
32,3500	0,174
32,3510	0,145
32,3520	0,145
32,3530	0,174
32,3540	0,174
32,3550	0,174
32,3560	0,174
32,3570	0,174
32,3580	0,145
32,3590	0,174
32,3600	0,174
32,3610	0,174
32,3620	0,174
32,3630	0,174
32,3640	0,174
32,3650	0,174
32,3660	0,174
32,3670	0,174
32,3680	0,174
32,3690	0,145
32,3700	0,174
32,3710	0,174
32,3720	0,174
32,3730	0,174
32,3740	0,174
32,3750	0,174
32,3760	0,174
32,3770	0,174
32,3780	0,174
32,3790	0,174
32,3800	0,174
32,3810	0,174
32,3820	0,174
32,3830	0,174
32,3840	0,174
32,3850	0,174
32,3860	0,174
32,3870	0,174
32,3880	0,174
32,3890	0,174
32,3900	0,174
32,3910	0,174
32,3920	0,174
32,3930	0,174
32,3940	0,174
32,3950	0,145
32,3960	0,145
32,3970	0,174
32,3980	0,174
32,3990	0,145
32,4000	0,145
32,4010	0,145
32,4020	0,145
32,4030	0,145
32,4040	0,145
32,4050	0,145
32,4060	0,145
32,4070	0,145
32,4080	0,145
32,4090	0,145
32,4100	0,145
32,4110	0,145
32,4120	0,145
32,4130	0,145
32,4140	0,116
32,4150	0,116
32,4160	0,116
32,4170	0,145
32,4180	0,145
32,4190	0,145
32,4200	0,116
32,4210	0,116
32,4220	0,116
32,4230	0,116
32,4240	0,116
32,4250	0,116
32,4260	0,116
32,4270	0,116
32,4280	0,116
32,4290	0,087
32,4300	0,116
32,4310	0,116
32,4320	0,116
32,4330	0,087
32,4340	0,087
32,4350	0,087
32,4360	0,087
32,4370	0,087
32,4380	0,087
32,4390	0,087
32,4400	0,087
32,4410	0,087
32,4420	0,058
32,4430	0,058
32,4440	0,058
32,4450	0,058
32,4460	0,058
32,4470	0,058
32,4480	0,058
32,4490	0,058
32,4500	0,058
32,4510	0,058
32,4520	0,058
32,4530	0,058
32,4540	0,058
32,4550	0,058
32,4560	0,029
32,4570	0,029
32,4580	0,029
32,4590	0,029
32,4600	0,029
32,4610	0,029
32,4620	0,029
32,4630	0,029
32,4640	0,029
32,4650	0,000
32,4660	0,000
32,4670	0,000
32,4680	0,000
32,4690	0,000
32,4700	0,029
32,4710	0,000
32,4720	-0,029
32,4730	0,000
32,4740	0,000
32,4750	0,000
32,4760	-0,029
32,4770	-0,029
32,4780	-0,029
32,4790	-0,029
32,4800	-0,029
32,4810	-0,029
32,4820	-0,029
32,4830	-0,029
32,4840	-0,029
32,4850	-0,029
32,4860	-0,058
32,4870	-0,058
32,4880	-0,058
32,4890	-0,058
32,4900	-0,058
32,4910	-0,058
32,4920	-0,058
32,4930	-0,058
32,4940	-0,058
32,4950	-0,058
32,4960	-0,087
32,4970	-0,087
32,4980	-0,087
32,4990	-0,087
32,5000	-0,087
32,5010	-0,087
32,5020	-0,087
32,5030	-0,087
32,5040	-0,087
32,5050	-0,087
32,5060	-0,087
32,5070	-0,116
32,5080	-0,116
32,5090	-0,087
32,5100	-0,087
32,5110	-0,116
32,5120	-0,116
32,5130	-0,116
32,5140	-0,116
32,5150	-0,116
32,5160	-0,116
32,5170	-0,116
32,5180	-0,116
32,5190	-0,116
32,5200	-0,145
32,5210	-0,116
32,5220	-0,145
32,5230	-0,145
32,5240	-0,145
32,5250	-0,145
32,5260	-0,145
32,5270	-0,145
32,5280	-0,145
32,5290	-0,145
32,5300	-0,174
32,5310	-0,145
32,5320	-0,145
32,5330	-0,174
32,5340	-0,174
32,5350	-0,174
32,5360	-0,145
32,5370	-0,174
32,5380	-0,174
32,5390	-0,174
32,5400	-0,174
32,5410	-0,174
32,5420	-0,174
32,5430	-0,174
32,5440	-0,174
32,5450	-0,174
32,5460	-0,174
32,5470	-0,174
32,5480	-0,174
32,5490	-0,203
32,5500	-0,174
32,5510	-0,174
32,5520	-0,203
32,5530	-0,203
32,5540	-0,203
32,5550	-0,174
32,5560	-0,203
32,5570	-0,203
32,5580	-0,203
32,5590	-0,174
32,5600	-0,203
32,5610	-0,203
32,5620	-0,203
32,5630	-0,203
32,5640	-0,203
32,5650	-0,203
32,5660	-0,203
32,5670	-0,174
32,5680	-0,203
32,5690	-0,203
32,5700	-0,203
32,5710	-0,203
32,5720	-0,203
32,5730	-0,203
32,5740	-0,203
32,5750	-0,203
32,5760	-0,203
32,5770	-0,203
32,5780	-0,203
32,5790	-0,232
32,5800	-0,203
32,5810	-0,203
32,5820	-0,203
32,5830	-0,203
32,5840	-0,203
32,5850	-0,203
32,5860	-0,203
32,5870	-0,203
32,5880	-0,203
32,5890	-0,203
32,5900	-0,203
32,5910	-0,203
32,5920	-0,203
32,5930	-0,203
32,5940	-0,203
32,5950	-0,203
32,5960	-0,203
32,5970	-0,203
32,5980	-0,203
32,5990	-0,203
32,6000	-0,174
32,6010	-0,203
32,6020	-0,203
32,6030	-0,203
32,6040	-0,203
32,6050	-0,203
32,6060	-0,203
32,6070	-0,203
32,6080	-0,203
32,6090	-0,203
32,6100	-0,203
32,6110	-0,203
32,6120	-0,203
32,6130	-0,174
32,6140	-0,203
32,6150	-0,174
32,6160	-0,174
32,6170	-0,174
32,6180	-0,174
32,6190	-0,174
32,6200	-0,174
32,6210	-0,174
32,6220	-0,174
32,6230	-0,174
32,6240	-0,174
32,6250	-0,174
32,6260	-0,174
32,6270	-0,174
32,6280	-0,145
32,6290	-0,174
32,6300	-0,174
32,6310	-0,145
32,6320	-0,145
32,6330	-0,145
32,6340	-0,145
32,6350	-0,145
32,6360	-0,145
32,6370	-0,145
32,6380	-0,145
32,6390	-0,145
32,6400	-0,145
32,6410	-0,116
32,6420	-0,145
32,6430	-0,116
32,6440	-0,116
32,6450	-0,116
32,6460	-0,116
32,6470	-0,116
32,6480	-0,116
32,6490	-0,116
32,6500	-0,116
32,6510	-0,116
32,6520	-0,116
32,6530	-0,116
32,6540	-0,116
32,6550	-0,116
32,6560	-0,087
32,6570	-0,116
32,6580	-0,116
32,6590	-0,087
32,6600	-0,087
32,6610	-0,087
32,6620	-0,087
32,6630	-0,087
32,6640	-0,087
32,6650	-0,087
32,6660	-0,058
32,6670	-0,087
32,6680	-0,087
32,6690	-0,058
32,6700	-0,058
32,6710	-0,058
32,6720	-0,058
32,6730	-0,058
32,6740	-0,058
32,6750	-0,058
32,6760	-0,058
32,6770	-0,029
32,6780	-0,029
32,6790	-0,029
32,6800	-0,029
32,6810	-0,029
32,6820	-0,029
32,6830	-0,029
32,6840	-0,029
32,6850	-0,029
32,6860	-0,029
32,6870	-0,029
32,6880	-0,029
32,6890	-0,029
32,6900	0,000
32,6910	0,000
32,6920	0,000
32,6930	0,000
32,6940	0,000
32,6950	0,000
32,6960	0,029
32,6970	0,000
32,6980	0,000
32,6990	0,000
32,7000	0,000
32,7010	0,000
32,7020	0,029
32,7030	0,029
32,7040	0,029
32,7050	0,029
32,7060	0,029
32,7070	0,029
32,7080	0,029
32,7090	0,029
32,7100	0,029
32,7110	0,058
32,7120	0,058
32,7130	0,058
32,7140	0,058
32,7150	0,058
32,7160	0,058
32,7170	0,058
32,7180	0,058
32,7190	0,058
32,7200	0,058
32,7210	0,087
32,7220	0,087
32,7230	0,087
32,7240	0,087
32,7250	0,087
32,7260	0,087
32,7270	0,087
32,7280	0,087
32,7290	0,087
32,7300	0,087
32,7310	0,087
32,7320	0,087
32,7330	0,116
32,7340	0,116
32,7350	0,116
32,7360	0,116
32,7370	0,116
32,7380	0,116
32,7390	0,116
32,7400	0,116
32,7410	0,116
32,7420	0,116
32,7430	0,116
32,7440	0,116
32,7450	0,116
32,7460	0,116
32,7470	0,116
32,7480	0,145
32,7490	0,145
32,7500	0,145
32,7510	0,116
32,7520	0,145
32,7530	0,145
32,7540	0,145
32,7550	0,145
32,7560	0,145
32,7570	0,145
32,7580	0,145
32,7590	0,145
32,7600	0,145
32,7610	0,145
32,7620	0,145
32,7630	0,145
32,7640	0,145
32,7650	0,174
32,7660	0,145
32,7670	0,145
32,7680	0,145
32,7690	0,145
32,7700	0,145
32,7710	0,145
32,7720	0,145
32,7730	0,145
32,7740	0,174
32,7750	0,174
32,7760	0,174
32,7770	0,145
32,7780	0,174
32,7790	0,174
32,7800	0,174
32,7810	0,174
32,7820	0,174
32,7830	0,145
32,7840	0,145
32,7850	0,145
32,7860	0,174
32,7870	0,174
32,7880	0,174
32,7890	0,174
32,7900	0,174
32,7910	0,174
32,7920	0,174
32,7930	0,174
32,7940	0,174
32,7950	0,174
32,7960	0,174
32,7970	0,174
32,7980	0,174
32,7990	0,174
32,8000	0,174
32,8010	0,174
32,8020	0,174
32,8030	0,145
32,8040	0,174
32,8050	0,145
32,8060	0,174
32,8070	0,174
32,8080	0,145
32,8090	0,145
32,8100	0,174
32,8110	0,145
32,8120	0,145
32,8130	0,174
32,8140	0,145
32,8150	0,174
32,8160	0,145
32,8170	0,145
32,8180	0,145
32,8190	0,145
32,8200	0,145
32,8210	0,145
32,8220	0,145
32,8230	0,145
32,8240	0,145
32,8250	0,145
32,8260	0,145
32,8270	0,145
32,8280	0,145
32,8290	0,145
32,8300	0,145
32,8310	0,116
32,8320	0,145
32,8330	0,145
32,8340	0,116
32,8350	0,116
32,8360	0,116
32,8370	0,116
32,8380	0,145
32,8390	0,116
32,8400	0,116
32,8410	0,116
32,8420	0,116
32,8430	0,116
32,8440	0,116
32,8450	0,116
32,8460	0,116
32,8470	0,087
32,8480	0,087
32,8490	0,087
32,8500	0,087
32,8510	0,087
32,8520	0,087
32,8530	0,087
32,8540	0,087
32,8550	0,087
32,8560	0,087
32,8570	0,087
32,8580	0,087
32,8590	0,058
32,8600	0,058
32,8610	0,058
32,8620	0,087
32,8630	0,087
32,8640	0,058
32,8650	0,087
32,8660	0,058
32,8670	0,058
32,8680	0,058
32,8690	0,058
32,8700	0,058
32,8710	0,058
32,8720	0,058
32,8730	0,058
32,8740	0,029
32,8750	0,029
32,8760	0,029
32,8770	0,029
32,8780	0,029
32,8790	0,029
32,8800	0,029
32,8810	0,029
32,8820	0,029
32,8830	0,000
32,8840	0,000
32,8850	0,000
32,8860	0,000
32,8870	0,000
32,8880	-0,029
32,8890	0,000
32,8900	0,000
32,8910	0,000
32,8920	0,000
32,8930	0,000
32,8940	-0,029
32,8950	-0,029
32,8960	-0,029
32,8970	-0,029
32,8980	-0,029
32,8990	-0,029
32,9000	-0,029
32,9010	-0,029
32,9020	-0,029
32,9030	-0,029
32,9040	-0,029
32,9050	-0,058
32,9060	-0,058
32,9070	-0,058
32,9080	-0,058
32,9090	-0,058
32,9100	-0,058
32,9110	-0,058
32,9120	-0,058
32,9130	-0,058
32,9140	-0,058
32,9150	-0,087
32,9160	-0,058
32,9170	-0,087
32,9180	-0,087
32,9190	-0,087
32,9200	-0,087
32,9210	-0,087
32,9220	-0,087
32,9230	-0,087
32,9240	-0,087
32,9250	-0,087
32,9260	-0,087
32,9270	-0,087
32,9280	-0,116
32,9290	-0,116
32,9300	-0,116
32,9310	-0,116
32,9320	-0,116
32,9330	-0,087
32,9340	-0,116
32,9350	-0,116
32,9360	-0,116
32,9370	-0,116
32,9380	-0,116
32,9390	-0,116
32,9400	-0,145
32,9410	-0,145
32,9420	-0,145
32,9430	-0,145
32,9440	-0,145
32,9450	-0,145
32,9460	-0,145
32,9470	-0,145
32,9480	-0,145
32,9490	-0,174
32,9500	-0,145
32,9510	-0,145
32,9520	-0,145
32,9530	-0,145
32,9540	-0,145
32,9550	-0,145
32,9560	-0,174
32,9570	-0,145
32,9580	-0,174
32,9590	-0,145
32,9600	-0,145
32,9610	-0,174
32,9620	-0,174
32,9630	-0,174
32,9640	-0,174
32,9650	-0,174
32,9660	-0,174
32,9670	-0,174
32,9680	-0,174
32,9690	-0,174
32,9700	-0,174
32,9710	-0,174
32,9720	-0,174
32,9730	-0,174
32,9740	-0,174
32,9750	-0,174
32,9760	-0,203
32,9770	-0,174
32,9780	-0,174
32,9790	-0,174
32,9800	-0,174
32,9810	-0,203
32,9820	-0,203
32,9830	-0,203
32,9840	-0,203
32,9850	-0,203
32,9860	-0,203
32,9870	-0,203
32,9880	-0,203
32,9890	-0,203
32,9900	-0,203
32,9910	-0,203
32,9920	-0,174
32,9930	-0,203
32,9940	-0,203
32,9950	-0,203
32,9960	-0,174
32,9970	-0,203
32,9980	-0,203
32,9990	-0,203
33,0000	-0,203
33,0010	-0,203
33,0020	-0,203
33,0030	-0,203
33,0040	-0,203
33,0050	-0,203
33,0060	-0,203
33,0070	-0,174
33,0080	-0,203
33,0090	-0,203
33,0100	-0,203
33,0110	-0,203
33,0120	-0,203
33,0130	-0,203
33,0140	-0,174
33,0150	-0,203
33,0160	-0,203
33,0170	-0,203
33,0180	-0,203
33,0190	-0,174
33,0200	-0,174
33,0210	-0,203
33,0220	-0,174
33,0230	-0,203
33,0240	-0,174
33,0250	-0,174
33,0260	-0,203
33,0270	-0,203
33,0280	-0,174
33,0290	-0,174
33,0300	-0,174
33,0310	-0,174
33,0320	-0,174
33,0330	-0,174
33,0340	-0,174
33,0350	-0,174
33,0360	-0,174
33,0370	-0,174
33,0380	-0,174
33,0390	-0,174
33,0400	-0,174
33,0410	-0,174
33,0420	-0,145
33,0430	-0,174
33,0440	-0,174
33,0450	-0,174
33,0460	-0,174
33,0470	-0,174
33,0480	-0,145
33,0490	-0,145
33,0500	-0,174
33,0510	-0,145
33,0520	-0,145
33,0530	-0,145
33,0540	-0,145
33,0550	-0,145
33,0560	-0,145
33,0570	-0,116
33,0580	-0,145
33,0590	-0,145
33,0600	-0,145
33,0610	-0,145
33,0620	-0,116
33,0630	-0,116
33,0640	-0,116
33,0650	-0,116
33,0660	-0,116
33,0670	-0,116
33,0680	-0,116
33,0690	-0,116
33,0700	-0,116
33,0710	-0,116
33,0720	-0,116
33,0730	-0,116
33,0740	-0,087
33,0750	-0,087
33,0760	-0,087
33,0770	-0,087
33,0780	-0,087
33,0790	-0,087
33,0800	-0,087
33,0810	-0,087
33,0820	-0,087
33,0830	-0,087
33,0840	-0,058
33,0850	-0,087
33,0860	-0,087
33,0870	-0,058
33,0880	-0,058
33,0890	-0,058
33,0900	-0,058
