Tiempo ( s )	Fuerza (empuje positivo) ( N )
33,0910	-0,058
33,0920	-0,058
33,0930	-0,058
33,0940	-0,058
33,0950	-0,058
33,0960	-0,058
33,0970	-0,029
33,0980	-0,029
33,0990	-0,029
33,1000	-0,029
33,1010	-0,029
33,1020	-0,029
33,1030	-0,029
33,1040	-0,029
33,1050	0,000
33,1060	0,000
33,1070	0,000
33,1080	-0,029
33,1090	0,000
33,1100	0,000
33,1110	0,000
33,1120	0,000
33,1130	0,000
33,1140	-0,029
33,1150	0,000
33,1160	0,000
33,1170	0,000
33,1180	0,000
33,1190	0,029
33,1200	0,029
33,1210	0,000
33,1220	0,029
33,1230	0,029
33,1240	0,029
33,1250	0,029
33,1260	0,029
33,1270	0,029
33,1280	0,029
33,1290	0,029
33,1300	0,029
33,1310	0,029
33,1320	0,058
33,1330	0,058
33,1340	0,058
33,1350	0,058
33,1360	0,058
33,1370	0,058
33,1380	0,058
33,1390	0,058
33,1400	0,058
33,1410	0,058
33,1420	0,058
33,1430	0,058
33,1440	0,087
33,1450	0,087
33,1460	0,087
33,1470	0,087
33,1480	0,087
33,1490	0,087
33,1500	0,087
33,1510	0,087
33,1520	0,087
33,1530	0,087
33,1540	0,116
33,1550	0,116
33,1560	0,116
33,1570	0,087
33,1580	0,116
33,1590	0,116
33,1600	0,116
33,1610	0,116
33,1620	0,116
33,1630	0,116
33,1640	0,116
33,1650	0,116
33,1660	0,116
33,1670	0,116
33,1680	0,116
33,1690	0,116
33,1700	0,116
33,1710	0,145
33,1720	0,145
33,1730	0,116
33,1740	0,116
33,1750	0,116
33,1760	0,145
33,1770	0,145
33,1780	0,145
33,1790	0,116
33,1800	0,145
33,1810	0,145
33,1820	0,145
33,1830	0,145
33,1840	0,116
33,1850	0,145
33,1860	0,145
33,1870	0,145
33,1880	0,145
33,1890	0,145
33,1900	0,145
33,1910	0,174
33,1920	0,145
33,1930	0,174
33,1940	0,145
33,1950	0,145
33,1960	0,145
33,1970	0,174
33,1980	0,145
33,1990	0,145
33,2000	0,145
33,2010	0,145
33,2020	0,145
33,2030	0,145
33,2040	0,145
33,2050	0,145
33,2060	0,174
33,2070	0,174
33,2080	0,174
33,2090	0,174
33,2100	0,145
33,2110	0,145
33,2120	0,145
33,2130	0,145
33,2140	0,145
33,2150	0,174
33,2160	0,174
33,2170	0,145
33,2180	0,174
33,2190	0,174
33,2200	0,174
33,2210	0,145
33,2220	0,174
33,2230	0,174
33,2240	0,145
33,2250	0,145
33,2260	0,145
33,2270	0,145
33,2280	0,145
33,2290	0,145
33,2300	0,145
33,2310	0,145
33,2320	0,145
33,2330	0,145
33,2340	0,145
33,2350	0,145
33,2360	0,145
33,2370	0,145
33,2380	0,145
33,2390	0,145
33,2400	0,145
33,2410	0,145
33,2420	0,145
33,2430	0,116
33,2440	0,116
33,2450	0,145
33,2460	0,116
33,2470	0,116
33,2480	0,145
33,2490	0,145
33,2500	0,116
33,2510	0,116
33,2520	0,116
33,2530	0,116
33,2540	0,116
33,2550	0,116
33,2560	0,116
33,2570	0,116
33,2580	0,087
33,2590	0,116
33,2600	0,116
33,2610	0,116
33,2620	0,116
33,2630	0,116
33,2640	0,087
33,2650	0,087
33,2660	0,116
33,2670	0,116
33,2680	0,087
33,2690	0,087
33,2700	0,087
33,2710	0,087
33,2720	0,087
33,2730	0,087
33,2740	0,087
33,2750	0,087
33,2760	0,087
33,2770	0,087
33,2780	0,087
33,2790	0,058
33,2800	0,058
33,2810	0,087
33,2820	0,058
33,2830	0,087
33,2840	0,058
33,2850	0,058
33,2860	0,058
33,2870	0,058
33,2880	0,058
33,2890	0,058
33,2900	0,058
33,2910	0,029
33,2920	0,029
33,2930	0,029
33,2940	0,029
33,2950	0,029
33,2960	0,029
33,2970	0,029
33,2980	0,029
33,2990	0,029
33,3000	0,029
33,3010	0,000
33,3020	0,029
33,3030	0,000
33,3040	0,000
33,3050	0,000
33,3060	0,000
33,3070	0,000
33,3080	0,000
33,3090	0,000
33,3100	0,000
33,3110	0,000
33,3120	0,000
33,3130	0,000
33,3140	-0,029
33,3150	0,000
33,3160	-0,029
33,3170	-0,029
33,3180	-0,029
33,3190	-0,029
33,3200	-0,029
33,3210	-0,029
33,3220	-0,029
33,3230	-0,029
33,3240	-0,029
33,3250	-0,029
33,3260	-0,058
33,3270	-0,058
33,3280	-0,058
33,3290	-0,058
33,3300	-0,058
33,3310	-0,058
33,3320	-0,058
33,3330	-0,058
33,3340	-0,087
33,3350	-0,058
33,3360	-0,058
33,3370	-0,058
33,3380	-0,087
33,3390	-0,087
33,3400	-0,087
33,3410	-0,087
33,3420	-0,087
33,3430	-0,087
33,3440	-0,087
33,3450	-0,087
33,3460	-0,087
33,3470	-0,087
33,3480	-0,087
33,3490	-0,116
33,3500	-0,087
33,3510	-0,116
33,3520	-0,116
33,3530	-0,116
33,3540	-0,116
33,3550	-0,116
33,3560	-0,116
33,3570	-0,116
33,3580	-0,116
33,3590	-0,116
33,3600	-0,116
33,3610	-0,116
33,3620	-0,145
33,3630	-0,116
33,3640	-0,145
33,3650	-0,145
33,3660	-0,145
33,3670	-0,145
33,3680	-0,145
33,3690	-0,145
33,3700	-0,145
33,3710	-0,145
33,3720	-0,174
33,3730	-0,174
33,3740	-0,145
33,3750	-0,145
33,3760	-0,174
33,3770	-0,145
33,3780	-0,145
33,3790	-0,174
33,3800	-0,145
33,3810	-0,174
33,3820	-0,174
33,3830	-0,174
33,3840	-0,174
33,3850	-0,174
33,3860	-0,174
33,3870	-0,145
33,3880	-0,174
33,3890	-0,174
33,3900	-0,174
33,3910	-0,174
33,3920	-0,174
33,3930	-0,174
33,3940	-0,174
33,3950	-0,174
33,3960	-0,174
33,3970	-0,174
33,3980	-0,174
33,3990	-0,174
33,4000	-0,203
33,4010	-0,174
33,4020	-0,174
33,4030	-0,174
33,4040	-0,174
33,4050	-0,174
33,4060	-0,203
33,4070	-0,174
33,4080	-0,203
33,4090	-0,174
33,4100	-0,203
33,4110	-0,203
33,4120	-0,203
33,4130	-0,174
33,4140	-0,203
33,4150	-0,174
33,4160	-0,203
33,4170	-0,203
33,4180	-0,203
33,4190	-0,203
33,4200	-0,203
33,4210	-0,174
33,4220	-0,203
33,4230	-0,203
33,4240	-0,203
33,4250	-0,203
33,4260	-0,203
33,4270	-0,203
33,4280	-0,203
33,4290	-0,203
33,4300	-0,174
33,4310	-0,203
33,4320	-0,174
33,4330	-0,203
33,4340	-0,174
33,4350	-0,174
33,4360	-0,174
33,4370	-0,203
33,4380	-0,174
33,4390	-0,174
33,4400	-0,174
33,4410	-0,174
33,4420	-0,174
33,4430	-0,174
33,4440	-0,174
33,4450	-0,174
33,4460	-0,174
33,4470	-0,174
33,4480	-0,174
33,4490	-0,174
33,4500	-0,174
33,4510	-0,174
33,4520	-0,174
33,4530	-0,174
33,4540	-0,174
33,4550	-0,174
33,4560	-0,174
33,4570	-0,174
33,4580	-0,174
33,4590	-0,174
33,4600	-0,145
33,4610	-0,145
33,4620	-0,174
33,4630	-0,145
33,4640	-0,174
33,4650	-0,145
33,4660	-0,145
33,4670	-0,174
33,4680	-0,145
33,4690	-0,145
33,4700	-0,145
33,4710	-0,145
33,4720	-0,145
33,4730	-0,145
33,4740	-0,145
33,4750	-0,145
33,4760	-0,145
33,4770	-0,116
33,4780	-0,145
33,4790	-0,145
33,4800	-0,116
33,4810	-0,116
33,4820	-0,116
33,4830	-0,116
33,4840	-0,116
33,4850	-0,116
33,4860	-0,116
33,4870	-0,116
33,4880	-0,116
33,4890	-0,116
33,4900	-0,087
33,4910	-0,087
33,4920	-0,087
33,4930	-0,116
33,4940	-0,087
33,4950	-0,087
33,4960	-0,087
33,4970	-0,087
33,4980	-0,087
33,4990	-0,087
33,5000	-0,087
33,5010	-0,087
33,5020	-0,087
33,5030	-0,087
33,5040	-0,087
33,5050	-0,087
33,5060	-0,058
33,5070	-0,058
33,5080	-0,058
33,5090	-0,058
33,5100	-0,058
33,5110	-0,058
33,5120	-0,058
33,5130	-0,058
33,5140	-0,058
33,5150	-0,058
33,5160	-0,058
33,5170	-0,029
33,5180	-0,058
33,5190	-0,029
33,5200	-0,029
33,5210	-0,029
33,5220	-0,029
33,5230	-0,029
33,5240	-0,029
33,5250	-0,029
33,5260	-0,029
33,5270	-0,029
33,5280	0,000
33,5290	-0,029
33,5300	0,000
33,5310	0,000
33,5320	0,000
33,5330	0,000
33,5340	0,000
33,5350	0,000
33,5360	0,000
33,5370	0,000
33,5380	0,000
33,5390	0,000
33,5400	0,000
33,5410	0,029
33,5420	0,029
33,5430	0,029
33,5440	0,000
33,5450	0,029
33,5460	0,029
33,5470	0,029
33,5480	0,029
33,5490	0,029
33,5500	0,029
33,5510	0,058
33,5520	0,029
33,5530	0,058
33,5540	0,058
33,5550	0,058
33,5560	0,058
33,5570	0,058
33,5580	0,058
33,5590	0,058
33,5600	0,058
33,5610	0,087
33,5620	0,058
33,5630	0,058
33,5640	0,087
33,5650	0,058
33,5660	0,087
33,5670	0,087
33,5680	0,087
33,5690	0,087
33,5700	0,087
33,5710	0,087
33,5720	0,087
33,5730	0,087
33,5740	0,087
33,5750	0,087
33,5760	0,087
33,5770	0,116
33,5780	0,116
33,5790	0,116
33,5800	0,116
33,5810	0,116
33,5820	0,116
33,5830	0,116
33,5840	0,116
33,5850	0,116
33,5860	0,116
33,5870	0,116
33,5880	0,116
33,5890	0,116
33,5900	0,116
33,5910	0,116
33,5920	0,116
33,5930	0,116
33,5940	0,145
33,5950	0,116
33,5960	0,145
33,5970	0,116
33,5980	0,116
33,5990	0,116
33,6000	0,145
33,6010	0,145
33,6020	0,145
33,6030	0,145
33,6040	0,145
33,6050	0,145
33,6060	0,145
33,6070	0,145
33,6080	0,145
33,6090	0,145
33,6100	0,145
33,6110	0,145
33,6120	0,145
33,6130	0,145
33,6140	0,145
33,6150	0,145
33,6160	0,145
33,6170	0,145
33,6180	0,145
33,6190	0,145
33,6200	0,145
33,6210	0,145
33,6220	0,145
33,6230	0,145
33,6240	0,174
33,6250	0,145
33,6260	0,145
33,6270	0,145
33,6280	0,145
33,6290	0,145
33,6300	0,145
33,6310	0,145
33,6320	0,145
33,6330	0,145
33,6340	0,145
33,6350	0,145
33,6360	0,145
33,6370	0,145
33,6380	0,145
33,6390	0,145
33,6400	0,145
33,6410	0,145
33,6420	0,145
33,6430	0,145
33,6440	0,145
33,6450	0,145
33,6460	0,145
33,6470	0,145
33,6480	0,145
33,6490	0,145
33,6500	0,145
33,6510	0,116
33,6520	0,145
33,6530	0,145
33,6540	0,145
33,6550	0,116
33,6560	0,145
33,6570	0,145
33,6580	0,145
33,6590	0,116
33,6600	0,145
33,6610	0,145
33,6620	0,145
33,6630	0,116
33,6640	0,145
33,6650	0,116
33,6660	0,116
33,6670	0,145
33,6680	0,116
33,6690	0,116
33,6700	0,145
33,6710	0,116
33,6720	0,116
33,6730	0,116
33,6740	0,116
33,6750	0,116
33,6760	0,116
33,6770	0,116
33,6780	0,116
33,6790	0,116
33,6800	0,116
33,6810	0,116
33,6820	0,087
33,6830	0,087
33,6840	0,087
33,6850	0,087
33,6860	0,087
33,6870	0,087
33,6880	0,087
33,6890	0,087
33,6900	0,087
33,6910	0,087
33,6920	0,087
33,6930	0,087
33,6940	0,087
33,6950	0,087
33,6960	0,058
33,6970	0,058
33,6980	0,058
33,6990	0,058
33,7000	0,058
33,7010	0,058
33,7020	0,058
33,7030	0,058
33,7040	0,058
33,7050	0,058
33,7060	0,058
33,7070	0,058
33,7080	0,058
33,7090	0,058
33,7100	0,029
33,7110	0,058
33,7120	0,029
33,7130	0,058
33,7140	0,029
33,7150	0,029
33,7160	0,029
33,7170	0,029
33,7180	0,029
33,7190	0,029
33,7200	0,029
33,7210	0,000
33,7220	0,000
33,7230	0,000
33,7240	0,000
33,7250	0,000
33,7260	0,000
33,7270	0,000
33,7280	0,000
33,7290	0,000
33,7300	-0,029
33,7310	0,000
33,7320	0,000
33,7330	0,000
33,7340	0,000
33,7350	-0,029
33,7360	-0,029
33,7370	-0,029
33,7380	-0,029
33,7390	-0,029
33,7400	-0,029
33,7410	-0,029
33,7420	-0,029
33,7430	-0,029
33,7440	-0,029
33,7450	-0,058
33,7460	-0,058
33,7470	-0,058
33,7480	-0,058
33,7490	-0,058
33,7500	-0,058
33,7510	-0,058
33,7520	-0,058
33,7530	-0,058
33,7540	-0,058
33,7550	-0,058
33,7560	-0,058
33,7570	-0,087
33,7580	-0,087
33,7590	-0,058
33,7600	-0,087
33,7610	-0,087
33,7620	-0,087
33,7630	-0,087
33,7640	-0,087
33,7650	-0,087
33,7660	-0,087
33,7670	-0,087
33,7680	-0,087
33,7690	-0,116
33,7700	-0,116
33,7710	-0,116
33,7720	-0,116
33,7730	-0,116
33,7740	-0,087
33,7750	-0,116
33,7760	-0,116
33,7770	-0,116
33,7780	-0,116
33,7790	-0,116
33,7800	-0,116
33,7810	-0,116
33,7820	-0,116
33,7830	-0,116
33,7840	-0,145
33,7850	-0,145
33,7860	-0,145
33,7870	-0,145
33,7880	-0,145
33,7890	-0,145
33,7900	-0,145
33,7910	-0,145
33,7920	-0,145
33,7930	-0,145
33,7940	-0,145
33,7950	-0,145
33,7960	-0,145
33,7970	-0,145
33,7980	-0,145
33,7990	-0,145
33,8000	-0,174
33,8010	-0,145
33,8020	-0,174
33,8030	-0,145
33,8040	-0,174
33,8050	-0,174
33,8060	-0,174
33,8070	-0,174
33,8080	-0,174
33,8090	-0,174
33,8100	-0,145
33,8110	-0,174
33,8120	-0,174
33,8130	-0,174
33,8140	-0,145
33,8150	-0,174
33,8160	-0,174
33,8170	-0,174
33,8180	-0,174
33,8190	-0,174
33,8200	-0,174
33,8210	-0,174
33,8220	-0,174
33,8230	-0,174
33,8240	-0,174
33,8250	-0,174
33,8260	-0,174
33,8270	-0,174
33,8280	-0,203
33,8290	-0,174
33,8300	-0,174
33,8310	-0,174
33,8320	-0,174
33,8330	-0,203
33,8340	-0,174
33,8350	-0,203
33,8360	-0,174
33,8370	-0,203
33,8380	-0,203
33,8390	-0,174
33,8400	-0,174
33,8410	-0,174
33,8420	-0,174
33,8430	-0,203
33,8440	-0,174
33,8450	-0,174
33,8460	-0,203
33,8470	-0,174
33,8480	-0,174
33,8490	-0,174
33,8500	-0,174
33,8510	-0,174
33,8520	-0,174
33,8530	-0,203
33,8540	-0,174
33,8550	-0,174
33,8560	-0,174
33,8570	-0,174
33,8580	-0,174
33,8590	-0,174
33,8600	-0,174
33,8610	-0,174
33,8620	-0,174
33,8630	-0,174
33,8640	-0,174
33,8650	-0,174
33,8660	-0,174
33,8670	-0,145
33,8680	-0,174
33,8690	-0,174
33,8700	-0,174
33,8710	-0,174
33,8720	-0,174
33,8730	-0,145
33,8740	-0,174
33,8750	-0,145
33,8760	-0,145
33,8770	-0,145
33,8780	-0,174
33,8790	-0,174
33,8800	-0,145
33,8810	-0,145
33,8820	-0,145
33,8830	-0,145
33,8840	-0,145
33,8850	-0,145
33,8860	-0,145
33,8870	-0,145
33,8880	-0,145
33,8890	-0,145
33,8900	-0,145
33,8910	-0,145
33,8920	-0,145
33,8930	-0,145
33,8940	-0,116
33,8950	-0,145
33,8960	-0,116
33,8970	-0,116
33,8980	-0,116
33,8990	-0,116
33,9000	-0,116
33,9010	-0,116
33,9020	-0,116
33,9030	-0,116
33,9040	-0,116
33,9050	-0,087
33,9060	-0,116
33,9070	-0,116
33,9080	-0,116
33,9090	-0,087
33,9100	-0,087
33,9110	-0,087
33,9120	-0,087
33,9130	-0,087
33,9140	-0,116
33,9150	-0,087
33,9160	-0,087
33,9170	-0,087
33,9180	-0,087
33,9190	-0,087
33,9200	-0,087
33,9210	-0,087
33,9220	-0,087
33,9230	-0,058
33,9240	-0,058
33,9250	-0,058
33,9260	-0,087
33,9270	-0,058
33,9280	-0,058
33,9290	-0,058
33,9300	-0,058
33,9310	-0,058
33,9320	-0,058
33,9330	-0,058
33,9340	-0,058
33,9350	-0,029
33,9360	-0,029
33,9370	-0,029
33,9380	-0,029
33,9390	-0,029
33,9400	-0,029
33,9410	-0,029
33,9420	-0,029
33,9430	0,000
33,9440	-0,029
33,9450	0,000
33,9460	0,000
33,9470	0,000
33,9480	-0,029
33,9490	0,000
33,9500	0,000
33,9510	0,000
33,9520	0,000
33,9530	0,000
33,9540	0,029
33,9550	0,000
33,9560	0,029
33,9570	0,000
33,9580	0,000
33,9590	0,000
33,9600	0,029
33,9610	0,029
33,9620	0,029
33,9630	0,029
33,9640	0,029
33,9650	0,029
33,9660	0,029
33,9670	0,029
33,9680	0,029
33,9690	0,029
33,9700	0,058
33,9710	0,029
33,9720	0,058
33,9730	0,058
33,9740	0,058
33,9750	0,058
33,9760	0,058
33,9770	0,058
33,9780	0,058
33,9790	0,058
33,9800	0,058
33,9810	0,058
33,9820	0,058
33,9830	0,087
33,9840	0,058
33,9850	0,058
33,9860	0,087
33,9870	0,087
33,9880	0,087
33,9890	0,087
33,9900	0,087
33,9910	0,087
33,9920	0,087
33,9930	0,087
33,9940	0,087
33,9950	0,087
33,9960	0,087
33,9970	0,087
33,9980	0,087
33,9990	0,087
34,0000	0,087
34,0010	0,116
34,0020	0,116
34,0030	0,116
34,0040	0,116
34,0050	0,116
34,0060	0,116
34,0070	0,116
34,0080	0,116
34,0090	0,116
34,0100	0,116
34,0110	0,116
34,0120	0,116
34,0130	0,116
34,0140	0,116
34,0150	0,145
34,0160	0,145
34,0170	0,116
34,0180	0,116
34,0190	0,145
34,0200	0,145
34,0210	0,116
34,0220	0,145
34,0230	0,116
34,0240	0,145
34,0250	0,145
34,0260	0,145
34,0270	0,145
34,0280	0,145
34,0290	0,145
34,0300	0,145
34,0310	0,145
34,0320	0,145
34,0330	0,145
34,0340	0,145
34,0350	0,145
34,0360	0,145
34,0370	0,145
34,0380	0,145
34,0390	0,145
34,0400	0,145
34,0410	0,145
34,0420	0,145
34,0430	0,145
34,0440	0,145
34,0450	0,145
34,0460	0,145
34,0470	0,145
34,0480	0,145
34,0490	0,145
34,0500	0,145
34,0510	0,145
34,0520	0,145
34,0530	0,145
34,0540	0,145
34,0550	0,145
34,0560	0,145
34,0570	0,145
34,0580	0,145
34,0590	0,145
34,0600	0,145
34,0610	0,116
34,0620	0,145
34,0630	0,116
34,0640	0,145
34,0650	0,145
34,0660	0,145
34,0670	0,145
34,0680	0,145
34,0690	0,116
34,0700	0,145
34,0710	0,145
34,0720	0,145
34,0730	0,116
34,0740	0,145
34,0750	0,116
34,0760	0,145
34,0770	0,145
34,0780	0,116
34,0790	0,145
34,0800	0,145
34,0810	0,116
34,0820	0,116
34,0830	0,116
34,0840	0,116
34,0850	0,116
34,0860	0,116
34,0870	0,116
34,0880	0,116
34,0890	0,116
34,0900	0,116
34,0910	0,116
34,0920	0,116
34,0930	0,116
34,0940	0,116
34,0950	0,116
34,0960	0,116
34,0970	0,116
34,0980	0,116
34,0990	0,116
34,1000	0,116
34,1010	0,116
34,1020	0,116
34,1030	0,087
34,1040	0,087
34,1050	0,087
34,1060	0,087
34,1070	0,087
34,1080	0,087
34,1090	0,087
34,1100	0,087
34,1110	0,087
34,1120	0,058
34,1130	0,087
34,1140	0,087
34,1150	0,058
34,1160	0,087
34,1170	0,058
34,1180	0,058
34,1190	0,058
34,1200	0,058
34,1210	0,058
34,1220	0,058
34,1230	0,058
34,1240	0,058
34,1250	0,058
34,1260	0,029
34,1270	0,058
34,1280	0,058
34,1290	0,029
34,1300	0,029
34,1310	0,029
34,1320	0,029
34,1330	0,029
34,1340	0,029
34,1350	0,029
34,1360	0,000
34,1370	0,000
34,1380	0,029
34,1390	0,000
34,1400	0,000
34,1410	0,000
34,1420	0,029
34,1430	0,000
34,1440	0,000
34,1450	0,000
34,1460	0,000
34,1470	0,000
34,1480	0,000
34,1490	0,000
34,1500	0,000
34,1510	0,000
34,1520	0,000
34,1530	0,000
34,1540	0,000
34,1550	-0,029
34,1560	-0,029
34,1570	-0,029
34,1580	-0,029
34,1590	-0,029
34,1600	-0,029
34,1610	-0,029
34,1620	-0,029
34,1630	-0,029
34,1640	-0,058
34,1650	-0,058
34,1660	-0,058
34,1670	-0,029
34,1680	-0,058
34,1690	-0,058
34,1700	-0,058
34,1710	-0,058
34,1720	-0,058
34,1730	-0,058
34,1740	-0,058
34,1750	-0,058
34,1760	-0,087
34,1770	-0,058
34,1780	-0,087
34,1790	-0,087
34,1800	-0,087
34,1810	-0,087
34,1820	-0,087
34,1830	-0,087
34,1840	-0,087
34,1850	-0,087
34,1860	-0,087
34,1870	-0,087
34,1880	-0,116
34,1890	-0,116
34,1900	-0,116
34,1910	-0,087
34,1920	-0,087
34,1930	-0,116
34,1940	-0,116
34,1950	-0,116
34,1960	-0,116
34,1970	-0,116
34,1980	-0,116
34,1990	-0,116
34,2000	-0,116
34,2010	-0,116
34,2020	-0,116
34,2030	-0,116
34,2040	-0,145
34,2050	-0,116
34,2060	-0,145
34,2070	-0,116
34,2080	-0,116
34,2090	-0,116
34,2100	-0,145
34,2110	-0,145
34,2120	-0,145
34,2130	-0,145
34,2140	-0,145
34,2150	-0,145
34,2160	-0,145
34,2170	-0,145
34,2180	-0,145
34,2190	-0,145
34,2200	-0,145
34,2210	-0,174
34,2220	-0,174
34,2230	-0,145
34,2240	-0,174
34,2250	-0,174
34,2260	-0,145
34,2270	-0,145
34,2280	-0,145
34,2290	-0,145
34,2300	-0,174
34,2310	-0,174
34,2320	-0,174
34,2330	-0,174
34,2340	-0,174
34,2350	-0,174
34,2360	-0,145
34,2370	-0,174
34,2380	-0,145
34,2390	-0,174
34,2400	-0,174
34,2410	-0,174
34,2420	-0,174
34,2430	-0,174
34,2440	-0,174
34,2450	-0,174
34,2460	-0,174
34,2470	-0,174
34,2480	-0,174
34,2490	-0,174
34,2500	-0,174
34,2510	-0,174
34,2520	-0,174
34,2530	-0,203
34,2540	-0,174
34,2550	-0,174
34,2560	-0,174
34,2570	-0,174
34,2580	-0,174
34,2590	-0,174
34,2600	-0,174
34,2610	-0,174
34,2620	-0,174
34,2630	-0,174
34,2640	-0,174
34,2650	-0,174
34,2660	-0,174
34,2670	-0,174
34,2680	-0,174
34,2690	-0,174
34,2700	-0,174
34,2710	-0,174
34,2720	-0,174
34,2730	-0,174
34,2740	-0,174
34,2750	-0,174
34,2760	-0,174
34,2770	-0,174
34,2780	-0,174
34,2790	-0,174
34,2800	-0,174
34,2810	-0,174
34,2820	-0,174
34,2830	-0,174
34,2840	-0,174
34,2850	-0,174
34,2860	-0,174
34,2870	-0,145
34,2880	-0,174
34,2890	-0,145
34,2900	-0,174
34,2910	-0,174
34,2920	-0,174
34,2930	-0,145
34,2940	-0,145
34,2950	-0,145
34,2960	-0,145
34,2970	-0,145
34,2980	-0,145
34,2990	-0,145
34,3000	-0,145
34,3010	-0,145
34,3020	-0,145
34,3030	-0,145
34,3040	-0,145
34,3050	-0,145
34,3060	-0,145
34,3070	-0,145
34,3080	-0,145
34,3090	-0,116
34,3100	-0,145
34,3110	-0,116
34,3120	-0,116
34,3130	-0,116
34,3140	-0,116
34,3150	-0,116
34,3160	-0,116
34,3170	-0,116
34,3180	-0,116
34,3190	-0,116
34,3200	-0,116
34,3210	-0,116
34,3220	-0,116
34,3230	-0,116
34,3240	-0,087
34,3250	-0,087
34,3260	-0,116
34,3270	-0,087
34,3280	-0,087
34,3290	-0,116
34,3300	-0,087
34,3310	-0,087
34,3320	-0,087
34,3330	-0,087
34,3340	-0,087
34,3350	-0,087
34,3360	-0,087
34,3370	-0,058
34,3380	-0,087
34,3390	-0,087
34,3400	-0,087
34,3410	-0,058
34,3420	-0,087
34,3430	-0,058
34,3440	-0,058
34,3450	-0,087
34,3460	-0,058
34,3470	-0,058
34,3480	-0,058
34,3490	-0,058
34,3500	-0,058
34,3510	-0,058
34,3520	-0,058
34,3530	-0,029
34,3540	-0,029
34,3550	-0,029
34,3560	-0,029
34,3570	-0,029
34,3580	-0,029
34,3590	-0,029
34,3600	-0,029
34,3610	-0,029
34,3620	-0,029
34,3630	-0,029
34,3640	-0,029
34,3650	-0,029
34,3660	0,000
34,3670	0,000
34,3680	0,000
34,3690	-0,029
34,3700	0,000
34,3710	0,000
34,3720	0,000
34,3730	0,029
34,3740	0,000
34,3750	0,000
34,3760	0,000
34,3770	0,029
34,3780	0,000
34,3790	0,000
34,3800	0,029
34,3810	0,029
34,3820	0,029
34,3830	0,029
34,3840	0,029
34,3850	0,029
34,3860	0,029
34,3870	0,029
34,3880	0,029
34,3890	0,029
34,3900	0,029
34,3910	0,029
34,3920	0,029
34,3930	0,058
34,3940	0,058
34,3950	0,058
34,3960	0,058
34,3970	0,058
34,3980	0,058
34,3990	0,058
34,4000	0,058
34,4010	0,058
34,4020	0,058
34,4030	0,058
34,4040	0,087
34,4050	0,058
34,4060	0,058
34,4070	0,087
34,4080	0,087
34,4090	0,087
34,4100	0,087
34,4110	0,087
34,4120	0,087
34,4130	0,087
34,4140	0,087
34,4150	0,087
34,4160	0,087
34,4170	0,087
34,4180	0,116
34,4190	0,116
34,4200	0,087
34,4210	0,087
34,4220	0,087
34,4230	0,116
34,4240	0,087
34,4250	0,087
34,4260	0,116
34,4270	0,116
34,4280	0,087
34,4290	0,116
34,4300	0,116
34,4310	0,116
34,4320	0,116
34,4330	0,116
34,4340	0,116
34,4350	0,116
34,4360	0,116
34,4370	0,116
34,4380	0,116
34,4390	0,116
34,4400	0,116
34,4410	0,145
34,4420	0,116
34,4430	0,116
34,4440	0,116
34,4450	0,116
34,4460	0,116
34,4470	0,145
34,4480	0,145
34,4490	0,116
34,4500	0,116
34,4510	0,145
34,4520	0,145
34,4530	0,145
34,4540	0,145
34,4550	0,145
34,4560	0,145
34,4570	0,145
34,4580	0,145
34,4590	0,145
34,4600	0,145
34,4610	0,116
34,4620	0,145
34,4630	0,145
34,4640	0,116
34,4650	0,145
34,4660	0,145
34,4670	0,145
34,4680	0,145
34,4690	0,145
34,4700	0,145
34,4710	0,145
34,4720	0,145
34,4730	0,116
34,4740	0,145
34,4750	0,145
34,4760	0,145
34,4770	0,145
34,4780	0,145
34,4790	0,116
34,4800	0,116
34,4810	0,145
34,4820	0,145
34,4830	0,145
34,4840	0,116
34,4850	0,145
34,4860	0,145
34,4870	0,145
34,4880	0,145
34,4890	0,145
34,4900	0,145
34,4910	0,145
34,4920	0,145
34,4930	0,145
34,4940	0,116
34,4950	0,145
34,4960	0,116
34,4970	0,145
34,4980	0,116
34,4990	0,116
34,5000	0,116
34,5010	0,116
34,5020	0,116
34,5030	0,116
34,5040	0,145
34,5050	0,116
34,5060	0,116
34,5070	0,116
34,5080	0,116
34,5090	0,116
34,5100	0,116
34,5110	0,116
34,5120	0,087
34,5130	0,087
34,5140	0,116
34,5150	0,116
34,5160	0,087
34,5170	0,116
34,5180	0,087
34,5190	0,087
34,5200	0,116
34,5210	0,087
34,5220	0,087
34,5230	0,087
34,5240	0,087
34,5250	0,087
34,5260	0,087
34,5270	0,087
34,5280	0,087
34,5290	0,087
34,5300	0,087
34,5310	0,087
34,5320	0,087
34,5330	0,087
34,5340	0,058
34,5350	0,058
34,5360	0,087
34,5370	0,087
34,5380	0,087
34,5390	0,058
34,5400	0,058
34,5410	0,029
34,5420	0,058
34,5430	0,058
34,5440	0,058
34,5450	0,029
34,5460	0,058
34,5470	0,029
34,5480	0,029
34,5490	0,029
34,5500	0,029
34,5510	0,029
34,5520	0,029
34,5530	0,029
34,5540	0,029
34,5550	0,029
34,5560	0,029
34,5570	0,029
34,5580	0,000
34,5590	0,029
34,5600	0,029
34,5610	0,000
34,5620	0,000
34,5630	0,000
34,5640	0,000
34,5650	0,000
34,5660	0,000
34,5670	0,000
34,5680	0,000
34,5690	0,000
